surah,verse,tokens,seconds_husary,seconds_minshawi,seconds_abdulbasitmurattal,seconds_abdurrahmaansudais,seconds_saoodshuraym
49,11,39,86.7,60,61.7,41.8,33.1
49,12,31,62,37.5,41.1,30.4,25.7
49,13,20,48.6,30.6,32.2,24.2,21.9
49,14,27,55.5,33.2,35.8,23.3,22.1
49,15,18,40.2,24.4,26.2,23.7,19.9
49,16,16,27.6,15.7,17.7,12.9,10.6
49,17,19,37.7,21.8,23.8,17,17.6
49,18,10,21.7,12.5,13.6,12.8,10.4
50,1,3,12.6,7.3,8.1,7.5,5
50,2,11,22.7,14.2,16.2,12,8.9
50,3,7,16.2,10,10.1,8,5.9
50,4,9,18.3,10.6,11.1,8.5,6.6
50,5,9,18.1,11.2,11.7,9.4,7.1
50,6,12,25.7,16,17.4,12.5,9.3
50,7,11,22.4,14,15.8,11.6,9.4
50,8,5,13.6,7.6,7.2,6.9,5.1
50,9,10,25.8,15.5,17.6,12.9,11
50,10,5,15,8.8,7.7,5.3,4.9
50,11,8,22.8,11.3,12.6,9.9,7
50,12,7,13.7,8.3,9.1,7.3,5.6
50,13,4,9.7,5.5,6.2,5.2,3.8
50,14,9,18.2,11,12,10.1,7.8
50,15,10,19.6,11.5,11.7,12,7.2
50,16,14,23.5,13.8,15.7,12.7,9.9
50,17,8,14.1,8,9.7,9.1,6
50,18,8,13.7,7.8,8.7,7.8,5.6
50,19,9,18,10.5,11.9,11.7,7.4
50,20,6,15.6,6.1,6.8,6.7,4.4
50,21,6,15.5,10,10.9,9.5,7.3
50,22,12,21.8,13,15.5,14.8,13.5
50,23,6,10.1,6.3,7.2,6.6,4.6
50,24,6,11.6,6.2,7.5,6.3,5.2
50,25,4,10,6,7,5.8,4.4
50,26,10,18.4,9.1,11.2,9.1,8
50,27,10,19.8,11.7,13.5,11,7.8
50,28,8,15.7,8.6,10.1,9.8,6.3
50,29,8,14.9,8.8,9.9,9.2,5.7
50,30,9,19.3,8.8,9.8,24,6.8
50,31,5,11.2,7,7.7,7.6,5
50,32,6,12.2,6.6,7.4,6.4,4.9
50,33,7,14,8.5,10.1,7.9,6.3
50,34,5,12.4,6.7,7.1,13.5,5.7
50,35,6,15.9,8,9.5,8.3,6.1
50,36,15,26.1,14.6,17.8,12.7,13.7
50,37,13,21.1,10.8,12.8,10.2,8
50,38,13,22,12.9,15.5,12.1,9.6
50,39,12,20.6,10.9,13.6,9.3,8.1
50,40,5,15.7,5.7,6.5,6.1,4.4
50,41,7,13.3,7.5,9.1,7.9,5.9
50,42,7,16.7,8.2,9,7.1,5.6
50,43,6,12.5,6.8,7.8,7.1,4.8
50,44,9,18.9,9.4,11.4,8.9,7.5
50,45,13,27.1,16.2,18.9,19.3,13.5
51,1,2,5.6,3.2,4.1,2.5,2.3
51,2,2,5.4,3.2,4.2,2.1,2.4
51,3,2,5.7,3.2,4,2.3,2.4
51,4,2,6.1,3.4,4.3,2.6,2.5
51,5,3,7.8,4.6,5.7,3.2,3.2
51,6,3,6.5,3.5,4.6,2.6,2.7
51,7,3,6.6,5.1,5.5,3.3,3.3
51,8,4,8.3,5.2,6.1,3.4,3.3
51,9,4,5,3.1,4.5,2.3,2.2
51,10,2,6.4,3,3.7,2,2.3
51,11,5,10,5.3,6.7,3.9,3.9
51,12,4,8.3,4.4,5.5,3.2,3.2
51,13,5,8.7,5.2,6.3,4.4,3.3
51,14,7,16.6,8.9,11.5,7.1,6.2
51,15,5,12.9,7.4,8.8,4.7,5
51,16,9,20.4,11.8,14.7,7.9,7.2
51,17,6,11.1,5.8,8.2,4.8,4.3
51,18,3,8.1,4.4,5.7,3.6,3.1
51,19,5,15.3,9.2,10.1,6.5,5.8
51,20,4,14,4.8,6.1,3.7,3.6
51,21,4,12.5,7.2,8.9,5.1,5.5
51,22,5,11.1,6.3,7.8,5.6,4.4
51,23,9,21.8,13.1,15.6,11.3,8.2
51,24,6,10.7,6.5,8.4,5.2,4.5
51,25,9,18.8,10.8,13.3,8,7.2
51,26,6,14.2,9,9.7,6.1,5.1
51,27,5,11,6.7,8,4.9,4.4
51,28,9,18.9,9.1,12.3,7.8,6.9
51,29,9,19.8,10.3,13.3,8.7,7.9
51,30,8,22.1,8.8,10.8,6.9,7.2
51,31,5,6.3,5.1,6.8,4.4,3.8
51,32,6,13.2,10.7,11.2,5.5,4.8
51,33,5,7.7,6.2,8,4.5,3.9
51,34,4,6.8,5.5,6.8,5.1,4.1
51,35,6,7.6,5.9,7.8,4.6,4.3
51,36,7,8.3,6.6,8.8,5.7,5
51,37,7,12.1,9.3,11.3,10.6,6.2
51,38,8,13.6,9.4,11.3,9,6.1
51,39,6,7.9,6.7,8.2,6.9,4.7
51,40,7,14.7,8.2,10.2,8.7,5.9
51,41,7,9.9,6.5,8.5,7.4,4.9
51,42,9,9.7,7.8,10,9.3,7.5
51,43,8,9.2,6.6,8.6,7.6,4.8
51,44,8,11.6,8,11.2,10.3,6.1
51,45,7,10.4,7.8,9.7,9.1,5.6
51,46,8,13.6,9.8,11.7,12.9,6.6
51,47,5,11.6,9,10.4,9.5,6
51,48,4,7.3,5.4,7.2,6.6,3.9
51,49,7,10.2,7.8,10.6,9.3,5.8
51,50,8,19.4,10.6,11.9,10.5,7.7
51,51,11,15.2,11.3,13.5,10.3,9.5
51,52,13,16.5,13,15.6,12.5,8.2
51,53,6,10.5,6.5,8,7.3,4.4
51,54,5,8.2,6.5,8,7.2,3.6
51,55,5,10.4,6.4,8.2,10.4,4.7
51,56,6,9.9,7.5,9.1,8.5,4.9
51,57,9,14.4,11,12.3,10.6,6.1
51,58,7,9.4,6.9,8.3,8.3,4.5
51,59,9,13,10,12.5,12,8
51,60,7,10.9,7.9,9.6,11.5,7.6
52,1,1,3.6,1.8,2.6,1.1,1.8
52,2,2,5.7,3.3,4.2,2.6,2.4
52,3,3,5.4,4.3,5.1,2.9,2.6
52,4,2,5,2.9,3.7,3.4,2.1
52,5,2,4.3,3,3.8,2.1,1.6
52,6,2,5,3,4,3.1,2
52,7,4,6.2,4.5,6.2,3.6,2.9
52,8,4,5.7,3.4,5,3.2,2.2
52,9,4,7.2,5,6.1,4.7,3.7
52,10,3,5.1,3.7,4.4,2.7,2.5
52,11,3,7.2,5.2,6.6,4.4,3.7
52,12,5,8.8,5.2,7,4.4,3.6
52,13,6,7.7,6.1,8,7.7,4.3
52,14,6,11.9,7.4,9.3,6.5,5.4
52,15,6,9.6,7.3,9.7,6,4.6
52,16,12,22.1,15.7,18.5,12.5,11.7
52,17,5,9.8,7,8.8,5.7,4.7
52,18,8,15,10,12.3,8.7,6.5
52,19,6,12,8.4,11.1,7.9,5.3
52,20,7,15.6,9.9,12.4,8.5,6.6
52,21,19,34,24.3,28.4,19.9,15.8
52,22,5,13.7,8.3,11,7,5.4
52,23,8,12.8,8.4,10.1,7.1,5.7
52,24,7,14.1,8.5,11.4,7.9,6.1
52,25,5,11.3,7.4,8.8,7.6,5.5
52,26,7,14.1,9.4,10.2,6.2,5.3
52,27,6,13,6.6,8.3,6.6,5.1
52,28,9,17,9.9,12.1,8.2,7.9
52,29,8,15.6,9.8,11.8,8.5,6.2
52,30,7,12.3,7.5,8.9,6.6,5.1
52,31,6,11.8,6.9,9.5,6.3,5
52,32,8,14,9.5,11.9,8,6.3
52,33,6,11.4,6.2,8,5.5,4.3
52,34,6,13.5,8.2,10.1,7.3,5.8
52,35,8,10.5,6.1,7.5,6.9,4.5
52,36,7,12,7.8,8.2,6.6,4.7
52,37,7,13.9,8.3,10.1,7.2,5.7
52,38,9,19.4,11.7,14.5,9.4,9.5
52,39,5,7.3,4.3,5.8,4,3.1
52,40,7,13.3,8.1,10.1,6.7,5.3
52,41,5,8.8,5.5,6.3,4.7,3.7
52,42,7,13.4,7.8,9.4,6.9,5.4
52,43,9,17.5,9,12.1,10.9,6.7
52,44,9,16,11.6,13.3,9.8,7.3
52,45,7,13.8,7.6,9.2,7.8,5.5
52,46,9,13.3,8.1,10.8,8.2,6.1
52,47,10,19.3,11.2,13.8,10.8,8
52,48,10,18,10.6,13.5,11.2,8.1
52,49,5,10,6.1,7.9,9.4,6
53,1,3,5.3,3.6,4.5,4,2.4
53,2,5,6.9,4.4,5.2,3.7,3.2
53,3,4,6.3,3.9,4.9,3.5,2.7
53,4,5,6.3,4.6,6,4,3.1
53,5,3,6.1,3.7,4.6,3.4,2.6
53,6,3,6,3.7,4.5,3.2,2.4
53,7,3,6.1,3.3,4.1,3.1,2.3
53,8,3,6.2,3.8,4.7,2.7,2.3
53,9,5,7.2,4.5,5.5,3.9,3.4
53,10,5,9.9,6.9,8,4,3.3
53,11,5,7.6,3.8,4.6,3.5,2.8
53,12,4,7.8,4.6,5.6,4.5,3.2
53,13,4,6.7,4.3,5.2,3.2,2.7
53,14,3,6.6,4.5,5.8,4.2,2.8
53,15,3,8,4.5,5.9,5,2.9
53,16,5,7.1,4,5.1,3.5,2.7
53,17,5,7,3.9,4.8,3.6,3
53,18,6,8.7,4.8,6.8,5.5,3.6
53,19,3,7.4,4.6,5.4,3.2,2.8
53,20,3,6.4,4,4.9,3,2.8
53,21,4,8.3,4.7,5.9,3.6,3.2
53,22,4,7.6,4.8,6.2,3.8,3.5
53,23,25,53.1,33.9,41.6,29.6,26.6
53,24,4,8.1,5.1,6.1,4.7,3.7
53,25,3,8.2,4.2,5.7,4.4,4.4
53,26,18,28.5,17.5,21.5,19.8,12.9
53,27,9,19.9,13.1,15.4,11.9,9
53,28,16,24.8,14.6,19.2,14.5,10.3
53,29,11,16.8,10.2,12.7,9.8,7
53,30,16,24.1,15.5,18.8,14.7,10.5
53,31,16,27,15.4,19.5,22.2,11.8
53,32,31,60.3,39.1,46.3,40.8,25.8
53,33,3,6.5,4,5.6,3.2,2.6
53,34,3,6.9,4.6,5.9,3.6,3
53,35,5,8.7,5.6,6.7,4.6,3.8
53,36,7,8.9,5.5,6.2,4.9,3.3
53,37,3,8.1,4.3,5.1,3.5,2.9
53,38,5,8.8,5.4,6.7,5.4,3.9
53,39,6,9.9,5.9,7.3,5.7,3.9
53,40,4,7.3,4.6,5.4,4.2,3.1
53,41,4,9.7,5.7,7.2,5.7,4.2
53,42,4,8.4,5.8,6.6,4.7,3.5
53,43,4,7.5,5.2,5.9,4.7,3.3
53,44,4,7.6,5.1,6.3,4.3,3.3
53,45,5,10.6,7.7,8.6,6.3,4.7
53,46,4,7.8,4.5,5.4,3.4,2.9
53,47,4,7.5,5.6,7.1,4.5,3.6
53,48,4,7.7,5,5.9,4.9,3.5
53,49,4,7.3,4.6,5.7,4.2,3
53,50,4,8.8,6.5,7.1,4.9,3.2
53,51,3,6.9,4.7,5.7,2.9,2.3
53,52,9,16.9,10,12.1,8.3,6.3
53,53,2,5.7,3.5,4.3,3,2.2
53,54,3,6.4,3.5,4.6,3.3,2.3
53,55,4,10.8,6.1,7.4,8,4.9
53,56,5,9.6,5.9,6.8,6.3,3.9
53,57,2,4.9,2.8,4,2.6,2.1
53,58,6,9.5,5.5,6.5,4.8,4.1
53,59,4,8.5,5.1,5.8,3.9,3.5
53,60,3,8.8,4,5,4.1,3
53,61,2,6.3,3.8,4.4,3.9,3.4
53,62,3,6.9,4,4.6,6.1,3.8
54,1,4,10,5.6,6.9,4.7,4
54,2,7,13.6,9,10.2,6.3,6.1
54,3,6,19.3,11.5,12.7,6.8,7.5
54,4,7,13.6,10.4,11.2,7.7,7.3
54,5,5,10.6,7,8.1,5.3,4.2
54,6,8,15.4,8.5,10,6.3,5.3
54,7,8,16.3,10.6,13.4,8.7,7.3
54,8,8,16.1,9.2,10.8,8.8,5.7
54,9,9,17.2,10.5,13.9,8.8,7.6
54,10,5,14.6,8.6,9.9,5.8,4.8
54,11,5,13.6,10,11.7,6.7,6.7
54,12,9,16.9,11.1,12.8,7.8,6.9
54,13,5,10.1,6.1,7.6,4.7,4.7
54,14,6,12.5,7.5,9.4,6,5.2
54,15,6,14.8,8.9,10.3,5.9,4.8
54,16,4,7,4.1,5,3.4,2.8
54,17,7,13.4,8.4,9.7,6.2,6.1
54,18,6,11.5,6.7,8.5,5.4,5
54,19,9,19.2,11.7,14.2,7.9,7.2
54,20,6,13.5,8.8,11.2,6.8,5.6
54,21,4,7.8,4.4,4.9,3.4,2.9
54,22,7,13.1,8.1,9.6,7.2,5.4
54,23,3,7.4,4.2,5.5,3,2.6
54,24,10,21.2,15.2,18.2,9.3,8.4
54,25,9,12.9,8.4,10.7,6.3,5.7
54,26,5,9.5,6.1,7.5,4.4,3.9
54,27,7,15.1,8.3,10.3,6.3,5.8
54,28,8,18.8,12,13.9,7.9,7.3
54,29,4,8.7,5.3,6.5,4.2,3.8
54,30,4,6.8,3.9,5,3.2,2.8
54,31,8,20,13.1,14.8,8.8,7.7
54,32,7,12.9,8.4,9.1,5.9,5.2
54,33,4,9,5.2,7.2,3.8,3.4
54,34,9,20.6,14.8,16.1,8.7,7.6
54,35,7,14.7,8.6,11.2,5.6,5.5
54,36,5,13.1,7.8,9.7,6,5.6
54,37,9,18.1,12.2,14.2,8.2,7.3
54,38,5,12.2,7.8,9.2,5.6,4.6
54,39,3,6.3,3.8,4.9,3.8,2.6
54,40,7,11.5,8.2,10,7.8,6.1
54,41,5,9.9,6.5,7.7,5.4,5
54,42,7,16.2,9.5,11.3,8,6.8
54,43,9,17.9,11.5,14.7,9.6,7.8
54,44,5,10.4,6.4,7.7,5,4.1
54,45,4,8.3,4.6,6.5,4,3.4
54,46,6,12.8,6.5,8.4,6.8,4.7
54,47,5,10.6,6.2,7.9,5.5,4.1
54,48,9,15,8.3,10.4,8.3,6
54,49,5,11,6.2,6.9,5.8,4
54,50,6,16.2,9.8,11.8,6.2,5.4
54,51,6,13.6,9,10.5,5.3,4.9
54,52,5,8.6,5.2,6.6,4.2,3.5
54,53,4,10.2,6.2,7.4,5,4.2
54,54,5,11.1,6.9,8.6,7.5,4.6
54,55,6,12.1,6.3,8.6,8.3,5.5
55,1,1,4.2,2.3,3,3.7,1.6
55,2,2,4.6,3.4,3.9,2,2
55,3,2,6.2,3.8,4.1,2.1,2.3
55,4,2,4.9,3,3.5,2.9,2.2
55,5,3,7.8,4.6,5.1,3.5,3.1
55,6,3,9.3,5.1,5.6,3.7,3.1
55,7,4,10.2,7.3,7,5.2,4.4
55,8,4,9.7,4.3,4.7,3.4,2.8
55,9,6,11.3,6.5,7.8,5.2,4.8
55,10,3,7.5,4.4,5.1,3.6,3.3
55,11,5,13.3,7,8.3,5.4,4.6
55,12,4,8.4,4.4,5.7,3.8,3.1
55,13,4,14.6,6.6,7.9,6.2,5.3
55,14,5,12.9,7.1,9.2,6.7,5.3
55,15,6,15.3,9.2,10.6,8.2,5.8
55,16,4,13.6,6.9,8.5,6.3,4.6
55,17,4,11.3,5.1,6.4,4.6,3.9
55,18,4,12.4,7,7.8,6.1,4.8
55,19,3,8.6,4.4,5.5,4.1,3.1
55,20,4,11.5,4.7,6,4,3.4
55,21,4,12.2,7,8.7,5.4,4.9
55,22,4,10.4,4.9,6.3,4.3,3.8
55,23,4,13.7,6.5,7.9,5.5,4.9
55,24,6,14.7,7.4,8.5,6.4,5
55,25,4,13.4,6.7,7.4,6.3,4.9
55,26,4,8.2,3.6,4.5,4.6,2.3
55,27,6,13.5,6,7.2,7.4,5.5
55,28,4,13.8,6.5,7.9,8,6.7
55,29,10,17.6,9.2,11.5,7.1,6.4
55,30,4,13.9,7.1,7.5,5.9,4.7
55,31,4,9.1,4.4,5.4,4.2,3.4
55,32,4,12.5,6.9,7.4,6.2,4.7
55,33,16,34.6,20.4,24.7,15.3,14.1
55,34,4,14.7,6.7,7.4,5.6,4.5
55,35,8,18.5,11.2,12.7,9,7.5
55,36,4,13.1,7.2,8.3,5.7,4.5
55,37,6,15.9,9.4,10.4,7.5,6.3
55,38,4,14.6,7,7.7,5.7,4.4
55,39,8,18.5,13.5,15.3,9.2,8.6
55,40,4,13.5,7.5,8.2,5.6,4.4
55,41,6,16.3,9,11.1,11.5,6.7
55,42,4,15.2,6.6,7.7,6.9,4.8
55,43,6,13.1,7,8.8,8.1,5.6
55,44,5,12,6.2,6.3,7.1,5
55,45,4,15.7,6.7,7.9,8.9,6.2
55,46,5,12.3,6.5,7.2,5.4,4.3
55,47,4,16.7,7,8.6,6,4.8
55,48,2,8.5,4.4,5.3,3.1,2.4
55,49,4,15.3,6.6,8,5.5,4.5
55,50,3,8.8,4.7,5.7,4,2.9
55,51,4,13.7,6.2,7.8,5.9,4.9
55,52,5,12.6,6.7,8.1,6.1,4.8
55,53,4,14.6,7.1,7.7,6,4.8
55,54,9,24.6,12.8,15.9,10.4,9.3
55,55,4,15.7,6.7,8.5,6,5
55,56,9,21.1,13.6,16.8,10.3,9.7
55,57,4,14.7,7.9,8.2,5.5,4.7
55,58,3,11.8,6.5,7.6,5.6,4.9
55,59,4,13.7,6.6,7.8,5.9,4.7
55,60,5,14.5,7,7.4,6.7,4.7
55,61,4,15.5,6.8,7.8,7.7,6.2
55,62,3,9.8,4.9,6.8,4.9,3.7
55,63,4,14.4,6.3,7.7,6.4,4.6
55,64,1,9.6,5.5,6.6,6.1,4
55,65,4,13.9,6.7,7.5,5.8,4.7
55,66,3,10.4,4.8,6,4.5,3.4
55,67,4,15,6.5,7.7,5.5,4.3
55,68,4,12.1,7,8.5,6,4.5
55,69,4,14.6,6.9,7.5,6.2,4.3
55,70,3,9.3,4.7,5.3,3.8,3
55,71,4,14.2,6.3,7.7,5.5,5.1
55,72,4,10.7,6.2,6.7,5.4,4.3
55,73,4,13.9,6.5,7.6,6.4,4.9
55,74,6,14.7,9.9,11.5,8.9,7.1
55,75,4,15.3,6.9,7.5,6.5,4.9
55,76,6,15.1,8.4,9.7,7.8,5.6
55,77,4,14.5,6.5,7.7,7.2,4.9
55,78,6,12.4,5.9,6.9,8.3,5.5
56,1,3,6.6,3.4,4,2.6,2.7
56,2,3,7.7,4.3,4.4,2.8,3
56,3,2,6.3,3.6,3.7,1.8,2.3
56,4,4,7.5,4.5,4.7,2.7,3.1
56,5,3,7.2,4,4.5,2.6,3
56,6,3,10.2,6.5,8.2,4.4,4.9
56,7,3,10.4,5.6,5.5,3.3,3.6
56,8,5,12.3,7.2,7.6,4.2,4.7
56,9,5,13.3,7.7,7.7,4.2,4.8
56,10,2,7.8,4.7,4.4,3.1,3.4
56,11,2,8.1,5,5.3,3.4,4.2
56,12,3,7.7,5,4.5,3,3.2
56,13,3,7.3,4.3,5,2.5,3
56,14,3,8.7,5.2,5,2.8,3.4
56,15,3,7.1,4.3,4.3,2.4,2.7
56,16,3,11.1,6.1,5.7,3.8,4
56,17,4,10.3,6.9,6.8,3.8,4.5
56,18,5,14.2,8.6,8.4,4.9,5.7
56,19,5,11.9,6.6,7.2,4.1,4.8
56,20,3,11.1,7,6.6,4.2,4.1
56,21,4,9.9,6,6,4,4
56,22,2,6.5,2.8,3.2,1.7,1.8
56,23,3,8.7,5.1,4.8,3.3,3.3
56,24,4,12.1,7.7,6.8,4.9,5.3
56,25,6,12.1,8.2,8,5,5.5
56,26,4,11,6.7,6.1,5.9,4.6
56,27,5,12.2,7.7,7.5,4.4,5.1
56,28,3,7.3,4.3,4,2.1,2.6
56,29,2,7.7,4.3,4.9,2.1,2.7
56,30,2,6.5,3.8,4,2.1,2.4
56,31,2,8.9,5.3,4.9,3.7,3.3
56,32,2,6.4,4.1,4.6,2.5,2.5
56,33,4,9.1,5.7,5.7,3.4,3.6
56,34,2,6.9,3.9,4,2,3.2
56,35,3,12.8,10.6,11.1,5.8,6.7
56,36,2,8.3,5.1,5.1,2.6,3.1
56,37,2,6,3.5,3.1,1.6,1.9
56,38,2,7.1,3.5,3.9,2.1,2.5
56,39,3,8.1,4.9,4.3,2.3,3.1
56,40,3,8.8,5,5.1,2.9,3.1
56,41,5,12.7,7.6,8,4.6,4.2
56,42,3,7.5,4.2,4.6,2.8,2.6
56,43,3,7.5,4.6,4.9,3,3.1
56,44,4,8.3,4.8,5.6,2.9,2.9
56,45,5,10.4,7,7.8,4.5,4.3
56,46,5,12,6.7,7.1,4.1,4.4
56,47,9,21.4,14.8,14.8,8.6,9
56,48,2,10,6.4,6,4.2,4.1
56,49,4,10.2,6.6,6.3,3.8,3.3
56,50,5,13.7,7.8,7.9,6,5.2
56,51,5,15.9,11.3,11.6,7,6.9
56,52,5,11.4,7.7,8,4.4,4.3
56,53,3,7.1,5,4.8,3.1,2.8
56,54,4,8.1,5.5,5.1,4,3.8
56,55,3,7.2,4.3,4.2,2.7,3.4
56,56,4,8.1,4.7,4.9,3.4,5.3
56,57,4,11,6.2,6.5,4.3,4.6
56,58,3,7.9,4.8,5.6,3,3.1
56,59,5,12.5,9,8.8,4.9,5.2
56,60,7,14.1,9.3,8.8,5.2,5.6
56,61,9,17.1,12.4,12.1,7.2,6.9
56,62,6,15.1,9.3,9.2,7.7,5.9
56,63,3,8.4,5.8,5.9,3.5,3.2
56,64,5,13.5,9,8.6,4.9,5
56,65,6,16.2,10.6,9.7,7.5,6.3
56,66,2,6.5,4.2,4.7,2,2.5
56,67,3,8.2,4.1,3.4,2.7,2.6
56,68,4,10.2,7.4,7.2,5.1,4.7
56,69,7,14.3,10.4,10.2,6,6.3
56,70,6,13.6,9.6,8.9,6.2,6.5
56,71,4,10.1,7,7.1,4.2,4.2
56,72,6,15.7,11.3,10.9,6,6.4
56,73,5,13.7,9,8.5,5.1,5.5
56,74,4,9.9,5.3,4.7,3.1,3.8
56,75,4,9.9,7.1,6.9,4,4.1
56,76,5,10.6,7.4,6.9,4,4.6
56,77,3,8.8,6.6,6.6,2.8,3.7
56,78,3,6.9,4.6,4.7,2.3,2.8
56,79,4,11.2,6.8,6.8,3.3,3.5
56,80,4,10.1,6.4,6.4,3.3,4.1
56,81,4,10.8,7.5,7.5,4.2,4.3
56,82,4,11.2,7.6,7.3,4.4,4.8
56,83,4,10.7,6.7,6.7,3.5,3.6
56,84,3,9.8,7,7.2,4.1,4.4
56,85,7,13.1,8.5,8,5.4,5.6
56,86,5,12.8,8.5,8.2,4.1,4.2
56,87,4,13.4,8.1,8.2,4.2,4.9
56,88,5,11.6,8.2,8,4.4,4.7
56,89,4,12.7,7.6,7.4,4.4,4.7
56,90,6,12,8.6,8.3,4.1,5.2
56,91,5,9.5,6,6.2,3.6,3.6
56,92,6,16.1,11.5,11.9,8.1,7.6
56,93,3,6.3,4.1,3.8,2.6,2.5
56,94,2,5.9,3.2,3.1,2.7,2.4
56,95,5,10,5.8,6.4,4,4.4
56,96,4,8.7,5.2,4.6,5.1,4.8
57,1,9,19.3,9.5,9.7,6.7,6.6
57,2,11,23.2,12.2,12.9,7.7,8.2
57,3,9,19.8,10.7,11,6.9,6.7
57,4,36,60.1,36.4,38.8,22.9,24.5
57,5,8,16.6,9.4,10,5.6,5.9
57,6,12,23.6,13.9,14.6,8.4,8.8
57,7,15,34.6,23.8,24,14.9,14.3
57,8,15,28.7,18.7,19.1,12.3,14.3
57,9,17,32.7,24,23.6,13.1,13.5
57,10,37,68,47.7,48.6,30.3,27.8
57,11,12,21.6,15.3,14.8,9.6,9
57,12,22,49.4,34.4,33.7,21.1,18.5
57,13,27,45.9,54.6,44.9,25.2,26.5
57,14,20,35.4,34.9,31.7,22.8,20.2
57,15,15,24.8,20.3,21.1,12.4,11.6
57,16,28,41.5,40.9,39.2,29.2,21.1
57,17,13,23.6,18.7,18.4,10.2,12.2
57,18,12,21.7,17.9,17,10.7,10.3
57,19,20,46.8,35,34.4,23.7,21
57,20,39,75.9,72.6,58.6,35.8,33.8
57,21,25,45.4,36.5,35.8,32.7,19.7
57,22,21,33,25.5,25.9,12.9,14.2
57,23,15,26.6,18.6,18.8,14.9,10.5
57,24,12,23.2,17.8,16.8,12.5,10.4
57,25,28,67.2,50,42.7,27.6,25.7
57,26,14,32.6,22.7,23.5,14.6,14.2
57,27,39,79.6,67.9,58.8,38.8,36.6
57,28,21,41.2,26.9,26.9,18.2,15.9
57,29,22,36.4,25.9,25.5,22.5,17.2
58,1,18,34.5,23.3,21.6,14.8,14.4
58,2,23,53.6,32.2,38.3,24.1,23.2
58,3,21,45.6,31.7,30.4,22.5,22
58,4,26,56.4,31,36.5,23.3,22.4
58,5,18,45.5,25.7,30.5,17.9,17.1
58,6,15,32.9,17.3,21.6,12.6,12.2
58,7,47,87.8,49.5,53.8,30.4,29.5
58,8,38,76.7,47.3,61,43.1,42.1
58,9,19,43.7,33.1,28,17,16.2
58,10,17,38.6,21.3,24.5,18.1,17.5
58,11,30,58.9,33.2,39.1,24.4,23.4
58,12,22,43.3,25.3,29.2,17.1,16.7
58,13,24,47.7,26.2,31.4,19.9,19
58,14,19,28.9,16.9,19.5,17.7,12.4
58,15,10,20.1,11.8,14.3,13.7,8.3
58,16,10,22.7,13.2,15.3,12.9,8.9
58,17,15,30.6,18.7,21.9,18.3,12.6
58,18,17,35.8,21.1,23.1,19.5,17.9
58,19,15,34.3,19.3,22.4,25,14.9
58,20,8,21.5,13.9,15.2,13.5,8.7
58,21,9,19.3,10,11.4,11.2,7.4
58,22,51,108.4,67.8,81.6,72.6,53
59,1,11,18.3,9.5,11.1,8.5,6.8
59,2,40,81,48.5,53.3,40.3,30
59,3,14,28.2,15.8,20,14.2,10.5
59,4,12,31.6,18.2,21.4,18.5,11.9
59,5,13,27.4,16.7,18.6,16.3,10.5
59,6,25,47.5,32.6,43.3,26.6,21.5
59,7,37,79.5,47,61.5,38.2,29.2
59,8,18,44.8,31.5,30.1,24.5,17.1
59,9,31,69.9,45.7,52,29.3,26
59,10,23,53.2,32.8,39.8,23,18.6
59,11,28,45.5,36.3,47,26.7,20.2
59,12,16,28.7,18.6,24,16.1,12.3
59,13,12,25,13.8,17.8,13.1,11
59,14,23,33.8,26.4,33,23.7,19
59,15,11,15.3,11.3,14.6,9.1,7.7
59,16,17,25.1,27.1,35.2,15.6,14.4
59,17,10,19.4,15.2,17.9,12.6,10
59,18,17,24,19.8,24.9,15.1,11.8
59,19,10,17.9,13.7,15.5,10.5,8.7
59,20,10,18.1,14.3,17.7,12.4,10.2
59,21,18,29,22.1,26.2,19,14.2
59,22,13,17.2,12.5,16.6,9.7,7.8
59,23,19,24.6,20.4,25.1,21.1,13.7
59,24,17,23.7,17.8,21.9,18.1,13.8
60,1,48,86.3,62.5,88.2,59.2,44.5
60,2,13,22.8,20.4,29.6,15.7,12
60,3,13,22,16.9,20,13.3,10.3
60,4,52,86,74.4,99.5,55.3,39
60,5,13,18.1,14.8,18.1,11.9,9
60,6,19,22.7,19.4,22.3,15.4,12.5
60,7,15,24,17.1,20.1,14.2,12.5
60,8,21,28.5,22.8,27.2,19.5,15.6
60,9,21,34.9,32.1,33,21.9,17.4
60,10,55,107.6,77.2,96.1,57.5,44.5
60,11,21,35.5,26.4,31.5,20.6,15.2
60,12,38,81.1,63.4,71.9,40.2,29.8
60,13,19,26,19,21.1,19.2,15.9
61,1,11,15.9,9.2,11.3,8.2,6.7
61,2,8,14.9,8.9,10.9,7.5,5.7
61,3,9,12.4,7.7,9.9,7.2,5.9
61,4,11,21.2,13.9,17.1,12.1,9.6
61,5,23,39.5,24.1,29.8,20.1,15.9
61,6,31,64,39.3,45.5,31.2,27
61,7,16,23,15.1,18.8,13.4,10
61,8,11,19.5,12.1,15,10.9,8.4
61,9,14,21.9,17.2,17.6,15.1,11.1
61,10,11,19.8,14.4,17.9,11.2,8.8
61,11,15,32,18.7,22.5,16.1,12.7
61,12,17,30.5,19.4,25.2,19.5,13.1
61,13,9,23.2,11.6,15.3,11.5,8.1
61,14,35,72,50.5,56,45,31.2
62,1,12,19.9,10.2,12.9,10.5,8.3
62,2,21,44.6,24.7,33.3,21.4,17.7
62,3,8,15.1,9,11.4,7.2,6.5
