surah,verse,tokens,seconds_husary,seconds_minshawi,seconds_abdulbasitmurattal,seconds_abdurrahmaansudais,seconds_saoodshuraym
11,3,25,63.8,46.9,45.1,20,20.4
11,4,8,15.4,8.8,8.4,5.6,6
11,5,19,44.1,27,25.9,16.8,17.1
11,6,16,24.4,23.2,21.2,15.3,16.1
11,7,31,41.2,41.5,38.6,29.5,25.7
11,8,22,26.8,30.2,26.3,20.9,19.5
11,9,11,15.4,17.3,15.3,10.5,10.8
11,10,13,24.3,22.7,20.6,13.6,15
11,11,10,14.7,15.2,13.3,9.5,11.3
11,12,27,40.9,42.8,38.2,25.1,21.9
11,13,18,21.4,22.3,20.3,13.8,14.4
11,14,16,22.1,32.9,21.2,13.9,12.1
11,15,14,15.1,14.9,15,10.4,10.6
11,16,16,18.3,17.4,17.2,15.5,14.3
11,17,39,49,50.4,48.2,36,31.6
11,18,23,30.4,30.6,28.4,21.5,19.1
11,19,11,14.2,15.9,14.3,10,9.8
11,20,24,32.8,30.7,26.8,20.5,17.5
11,21,9,15.2,14,13.5,9.2,9
11,22,7,8.5,8.3,7.3,5.7,5.3
11,23,14,21,28.4,17,16.1,11.9
11,24,11,19.1,19.1,15,15.2,12.6
11,25,9,13.5,13.5,11.7,7.6,7.3
11,26,11,18.6,14.5,12.7,7,8
11,27,29,32.5,41.7,37.2,22.9,20.5
11,28,19,27.6,33.1,31.1,17.6,16.1
11,29,22,37.6,32.6,30.2,18.8,17.8
11,30,9,17.9,13.7,12.3,7.1,7.4
11,31,31,57.8,54.2,58.6,24.3,24.9
11,32,13,20,19.5,16.3,11.3,10.7
11,33,10,17.9,16.6,15.4,9.6,8.6
11,34,18,25.6,22.9,20.3,13.5,12.3
11,35,12,20.3,18.3,14.4,11.2,11.5
11,36,17,21.5,19.6,17.6,11.6,11.1
11,37,11,18.2,17.1,15.7,9.9,9.6
11,38,19,26.4,26.5,23,15,13.9
11,39,10,16.8,15.5,13.3,8.6,9.5
11,40,26,38.4,39.5,38.5,29.3,20.9
11,41,11,19.4,15.8,12.6,9.9,8.7
11,42,19,23.9,32.3,18.4,14.2,16.4
11,43,23,31.7,28.4,23.6,17.4,15.7
11,44,17,36.5,30.5,27.8,18.5,16.7
11,45,15,21.3,19.7,17.3,12.3,10.4
11,46,23,31,28.5,23.1,17.3,14.8
11,47,19,26.1,29.2,19.5,13.7,11.8
11,48,18,34.4,29.1,26.3,19,14.8
11,49,19,32.6,29.6,25.9,21.4,18
11,50,17,26.4,22.1,17.9,12.8,11
11,51,13,21.4,16.7,15.1,10.1,9.2
11,52,17,38.7,41.2,22,18.6,14.4
11,53,15,22.8,20.4,16.7,12,10.7
11,54,16,30.3,27.5,24.9,15.4,13.9
11,55,7,13.7,12.3,10.2,6.5,6.1
11,56,18,34.9,29.1,24.7,18.4,15.8
11,57,21,38.2,31.2,25.5,18,15.5
11,58,14,25.1,22.7,29,15.3,13.1
11,59,12,22.4,20.6,13.7,13.6,9.4
11,60,17,33.7,23.8,19.9,22.2,14.9
11,61,27,46,37.2,31.5,25.1,20.3
11,62,21,38.4,33.3,38.1,22.1,17.7
11,63,22,33.7,34.4,27.8,19.2,16.7
11,64,17,29.3,33.7,20.6,22.2,13.6
11,65,11,20.2,16.7,12.5,12.2,9.4
11,66,18,30.9,27.1,21.6,19.6,15.6
11,67,8,12.6,10.7,8,7.3,6.4
11,68,12,19.9,15.8,13.2,11.2,9.9
11,69,15,29,23.6,20.8,18.1,13.6
11,70,18,32.9,24.7,20.7,16.7,12.7
11,71,9,21,18.7,14.8,15.5,12
11,72,12,23.6,19.1,16.2,13.1,11.3
11,73,14,28.2,21.7,18.5,16.3,11.4
11,74,11,17.9,15.4,13,11.4,9.1
11,75,5,13.5,9.4,7.4,7.2,5.4
11,76,14,28.7,22.9,19.1,20,13.9
11,77,13,23.5,19.4,15.7,14,11.4
11,78,26,49.1,47,31.7,26.3,22.4
11,79,13,19.3,14.6,11.5,9.5,8.3
11,80,11,18.9,13,11,8.7,6.4
11,81,29,52.1,41.3,36.2,27.2,22.4
11,82,12,25.8,21,18,16.6,12.4
11,83,8,15.1,11.4,8.9,11.8,7.4
11,84,26,48.3,34.3,32.7,24.2,21
11,85,14,25.8,20,15.3,18.2,15.7
11,86,11,22.7,16.4,15.1,10.9,9.6
11,87,20,37.1,29.4,24.7,21.9,16.6
11,88,35,56.7,46.1,38,30.6,25.9
11,89,22,37.4,29.9,26.3,24.9,16.2
11,90,9,22.4,15.6,12.8,12.9,7.5
11,91,18,34.4,32.7,21.6,16.6,15
11,92,15,32.5,24.2,19,14.9,13
11,93,19,34.4,27.9,22.4,19.4,15.3
11,94,18,39.4,33,26.3,18.4,17.5
11,95,10,16.4,11.7,9.6,11.3,9.3
11,96,6,13.2,10.2,8,7,6.2
11,97,10,18.1,14.6,11.8,8.6,8.7
11,98,9,18.1,13.6,10.9,9.7,8
11,99,9,19.4,12.2,10.4,9,7.8
11,100,9,21.1,15.6,12.9,11,9.2
11,101,24,41.2,35,29.1,22.2,19.3
11,102,12,21.3,17.4,14.9,11.3,9.4
11,103,16,26.4,21,17.8,13.6,12.6
11,104,5,11.1,8.7,6.9,5.9,5
11,105,10,16.2,13.6,10.1,9.3,7.7
11,106,9,15.1,12.3,10.4,10.1,7.4
11,107,15,24.8,19.6,15.4,15.1,12.2
11,108,18,28.5,26.1,18.9,21.8,18.4
11,109,20,37.8,33.1,28.1,23.8,19.6
11,110,18,32.4,24.6,20.1,17.2,14.7
11,111,10,21.5,17.4,14.4,12,9.3
11,112,12,21.2,17.2,13.7,11,9.2
11,113,17,27.3,23.2,27.1,18.7,13.5
11,114,14,30,21.5,18.4,22.5,12
11,115,7,13.3,8.2,7.1,6.5,5.5
11,116,26,41,34,27.2,26.5,20.8
11,117,8,14.7,11,8.9,8.2,6.8
11,118,10,21.8,15.9,13.8,10.3,8.7
11,119,15,29.7,22,19.3,15.5,13.4
11,120,17,33.5,25.1,22,18.1,16.3
11,121,9,15.9,12.7,9.5,9.2,7.3
11,122,3,10.7,7.6,8.4,5.4,4.8
11,123,16,29.2,23.2,16.7,20.3,16.3
12,1,5,14.1,10.6,10.1,8,8.8
12,2,6,16.8,11.7,11.4,7,7.6
12,3,16,28.4,20.6,18.9,12.4,15.5
12,4,15,24.5,19.8,16.6,11.2,11.6
12,5,15,27.3,21.2,19.7,12.9,13.5
12,6,25,65.7,43,32.3,23.2,28
12,7,7,16.7,11.1,10.2,6.7,8.4
12,8,15,24.8,18.5,16.4,10.2,11.3
12,9,14,24.2,17.4,15.1,11.1,11.8
12,10,16,28.8,21,18.5,14.6,16.4
12,11,11,21.7,15.3,13.8,8.2,8.9
12,12,8,15.7,11.5,10.7,7.3,7.2
12,13,13,23.9,19,16.5,11.1,10.6
12,14,9,16.8,13.4,11.1,7.2,8
12,15,17,33.9,28.4,23.3,16.5,15
12,16,4,14.5,9.9,10.6,6.5,6.7
12,17,18,45.1,28.8,24.5,17,15.8
12,18,18,37.6,26,22.9,20.2,17.8
12,19,16,39,26.7,22.9,15.6,16.7
12,20,9,21.2,15.1,11.7,7.8,8.6
12,21,32,65.2,51.5,42.1,30.7,27.2
12,22,9,22.1,18,15.3,8.6,8.8
12,23,23,45,31.9,26.4,20.8,29
12,24,19,40.4,31,25.9,16.7,18.6
12,25,23,41.2,30.4,25.8,18.3,17.3
12,26,19,33.7,24,20.8,14,13.9
12,27,10,18.2,13.4,11.9,7.6,7.7
12,28,13,25.7,18.4,18.2,12.4,12.7
12,29,10,23.6,14.4,13.9,11.5,9.9
12,30,18,35.7,26.1,18.4,14.1,13.8
12,31,32,76.9,61.1,50.9,30.7,28.9
12,32,19,40.6,28,25.5,16.5,16.5
12,33,17,34.9,26.1,29.4,14.2,13.2
12,34,10,20.6,14,13,7.8,7.5
12,35,11,18.7,14.3,12.6,10.3,7.9
12,36,27,58.8,41.7,34.8,20.4,20.6
12,37,26,51.1,39.7,33.5,22,22
12,38,26,50.1,36.3,33.1,21.2,21.6
12,39,9,20.3,14,11.4,10.8,8.6
12,40,32,73.2,62.6,56.4,28.5,31.4
12,41,19,36.9,26.5,24,15.6,15.1
12,42,18,29.3,29.6,24.7,16,15.1
12,43,24,50.6,37.3,33.2,23.6,20.3
12,44,8,20.3,12.6,11.1,7.2,6.7
12,45,11,20.4,15.4,13.7,9.4,9.1
12,46,22,43.3,35.8,31.6,23.8,18.3
12,47,14,26.3,21,16.6,10.8,10.1
12,48,15,25.1,19.7,18.8,13,12.7
12,49,11,19.9,14,13.2,7.4,7.8
12,50,22,42.9,29.6,30.4,20.2,21
12,51,29,50.4,37.7,30.5,23.1,20
12,52,12,22.2,16.2,14.3,11.1,9.2
12,53,15,32.3,24,21.7,14.9,13.9
12,54,14,30,21.1,16.2,11.7,10.7
12,55,8,16.6,11,9.6,7.2,5.7
12,56,17,37.2,25.7,20.9,17.1,13.8
12,57,7,16.6,11.4,8.4,9.8,6.6
12,58,9,14.5,12.7,11.4,9.1,8
12,59,17,28.6,24.3,20.7,15,12.6
12,60,10,16.7,11.8,9.4,6.9,6
12,61,6,12.4,8.6,7.8,6.1,5.5
12,62,14,27,27.8,18.1,19.4,14.1
12,63,16,29.8,31.8,21.6,14.6,11.7
12,64,17,28.8,24.5,20.8,16.7,13.6
12,65,25,45,37.9,29.8,21.8,20.7
12,66,24,39.7,33.3,26.9,23.3,17.2
12,67,27,48.3,41.6,34.1,23.8,21
12,68,30,42.1,49.1,32.3,26.2,25.8
12,69,16,25.6,23.1,17.5,16.1,11.4
12,70,15,25.1,29.2,18.6,14.6,12.4
12,71,5,10.5,8.9,8,5,4.4
12,72,12,16.3,16.2,12.5,10.2,8.7
12,73,12,17.6,16.2,12.9,8.6,8
12,74,6,12.8,11.8,10.4,6.3,16.1
12,75,11,19.8,18,13.6,11.4,28.1
12,76,33,53.7,48.7,38,32.3,0.4
12,77,24,38.1,30.8,25.7,19.4,16.3
12,78,15,28.8,24,20.3,13.3,11.4
12,79,13,26.2,19.9,16.7,14.1,10
12,80,37,53.4,64.8,35.8,28,29.6
12,81,17,42.9,36.8,21.9,14.1,12.9
12,82,11,21.2,19.3,14.1,10.6,8.9
12,83,18,32.1,26.2,22.2,23.7,14.4
12,84,12,20.3,17.9,12.2,12.2,8.4
12,85,12,16.6,15.9,10.6,11,7.8
12,86,13,20.5,18.2,13.6,13.3,19.5
12,87,20,30.2,27.3,19.3,19.3,14.1
12,88,21,37.8,38.4,26.6,20.2,20.4
12,89,10,15.6,14.3,11.5,8.8,6.9
12,90,23,43.3,33,26.4,22,16.1
12,91,9,18,13.7,10.7,8,6.9
12,92,11,21.6,13.4,9.8,9.5,7.6
12,93,12,22.3,17.2,14,13.1,12.7
12,94,12,23.4,18.5,15.1,10.3,9.7
12,95,6,11.2,8.8,6.8,5.7,5
12,96,20,37.4,27.3,23.5,17.6,14.2
12,97,8,19.4,14.7,12.2,8,7.4
12,98,9,18.4,12.7,10.1,9,7.2
12,99,14,24,20,15.6,12.8,10.7
12,100,46,79.3,66.1,51.2,40.6,35.3
12,101,21,45.5,33.3,24.2,20.2,23
12,102,14,29,20.7,18.1,12.6,11.4
12,103,6,13.8,9.4,7.9,4.7,4.7
12,104,10,16.5,12.4,9.6,6.8,6.3
12,105,11,20.2,15.9,11.9,9.3,8.6
12,106,7,13.8,10.8,8.7,6.3,5.5
12,107,14,24.9,19.8,15.6,12.6,10.4
12,108,17,32.8,23.3,19.2,13.3,25.4
12,109,29,53.1,41.1,35.2,24.3,21.2
12,110,19,44,28.7,28.2,23,18.3
12,111,23,49.3,34.1,26,28.1,20.4
13,1,15,39.3,26.4,27.5,23.1,17.6
13,2,26,55.8,37.7,34.6,27.5,22.3
13,3,24,47,30.9,35.9,24.5,18.5
13,4,27,77.3,45.7,44.6,34.5,27.9
13,5,25,53,37.3,34.4,30.4,23.5
13,6,20,37.7,26.9,25.1,23.6,17
13,7,15,32.5,22.1,23,14.8,12.4
13,8,15,28,18.7,17.4,14.7,12
13,9,5,12.1,6.6,6.3,6,5.1
13,10,14,27.9,18.7,19.4,17.1,12.5
13,11,35,62,42.4,40,35,25.6
13,12,9,19.2,11.6,10.9,9,7
13,13,19,47.8,31.7,21.8,19.7,16.3
13,14,27,49.5,32.4,28.8,29.7,27
13,15,11,23.8,15.6,15.8,17.4,11.9
13,16,45,86.2,54.4,52.1,39.2,34.7
13,17,42,84.5,57.9,60,44.6,37
13,18,27,52,32.8,30.5,26.6,24
13,19,15,27.3,18.5,18.1,13.1,11.7
13,20,7,16.8,10,8.8,6.9,6.2
13,21,13,26.2,17.1,16.1,14.7,10.7
13,22,19,48.9,33.9,30.4,22.9,22.8
13,23,15,36.6,25.4,22.6,21,15.8
13,24,7,15.3,9,8.7,9.7,5.9
13,25,23,36.5,45,36.6,23,25.1
13,26,16,22.8,19.5,18.1,15.3,23
13,27,19,31.5,24,23.1,16.5,14.2
13,28,11,18.7,16.2,14.7,13.8,11.1
13,29,8,12.3,9.8,8.6,7.6,8.6
13,30,28,46.7,44.4,32.7,25.9,25.9
13,31,51,71.7,56.6,52.1,44.1,39.7
13,32,13,20.4,16.9,14.9,12.6,12.6
13,33,39,53.8,42.6,40.4,34.8,29.5
13,34,14,21.2,15.7,13.7,17.2,12.4
13,35,19,37.1,25.5,23.1,21.1,18.2
13,36,25,42.8,31.4,28.8,19.9,19.1
13,37,19,32.6,24.9,23,17.8,16.4
13,38,21,38.8,25.7,24.2,20.7,17.7
13,39,8,18.4,11.6,10.7,9.6,7.2
13,40,13,24.5,16.8,16.1,12,11.3
13,41,16,25.7,18.7,17.8,18.6,12.8
13,42,18,29,19.3,17.8,15.2,13.2
13,43,15,25.2,17.2,16.1,16.5,12.9
14,1,16,30.3,21.7,20.6,17.9,18
14,2,14,20.3,14.5,13.4,10.3,9.6
14,3,16,30.8,22,19.5,15.1,15
14,4,19,35.4,25.6,21.9,16.5,15.5
14,5,21,38.1,26.5,24,20,16.6
14,6,26,61.8,42.4,31.7,27.5,27.2
14,7,11,22.9,15.1,14.4,11.3,11.6
14,8,13,23.9,18.2,15.9,9.7,10.1
14,9,37,74.6,54.2,51,31.8,30.7
14,10,33,67.7,46.1,40.4,34,29.7
14,11,29,50.3,33.9,32.8,23.4,22.1
14,12,17,37.3,23.8,21.2,19.8,15
14,13,16,34.3,24.5,22.6,15.3,14.5
14,14,10,18.9,13.2,12.1,9.5,8.8
14,15,5,11.2,7,5.4,5.3,4.9
14,16,7,15.5,11.6,11.2,9.7,9.5
14,17,16,34.8,20.4,18,15.7,22.9
14,18,22,36,24.9,21.2,20.2,17.2
14,19,14,22.7,16.8,16.4,11.7,10.6
14,20,5,11.4,4.9,4.8,4.2,4.2
14,21,34,75.6,48.3,40.6,29.3,28.6
14,22,44,86.4,60.2,55.5,36.5,35.4
14,23,17,34.8,22.5,19.5,20.5,18.4
14,24,15,27.2,19.8,18.7,16.5,15.7
14,25,12,26.9,18.7,17.1,10.8,10.8
14,26,13,22.1,14.2,13.7,10.3,10
14,27,18,35.7,21.8,18.2,16,14.6
14,28,12,19.2,12.3,10.9,8.8,8.4
14,29,4,11.8,6,5.7,4.9,4.5
14,30,12,25.8,16.4,14.8,12.7,11.9
14,31,21,38.1,33.3,31,18.3,23.1
14,32,25,44.5,29.2,31.1,19.5,20.6
14,33,9,20.8,12.8,11.2,9.2,9.3
14,34,15,34.1,20.1,21.7,19.3,16.3
14,35,13,22,14.5,12.5,9.6,9.6
14,36,15,32.2,19.3,20.1,13.1,13.4
14,37,26,56.5,39.1,40.3,22.4,21.4
14,38,18,28.2,19.8,18.2,12.2,12.2
14,39,13,24.9,16.7,15.3,11.8,10.5
14,40,9,19.7,13.5,11.8,9.8,7.7
14,41,8,16.9,9.6,8.4,7.9,8.8
14,42,13,28.8,18.6,17.2,12.6,11.9
14,43,9,19.1,13,10.7,9,8.5
14,44,26,50.4,35.8,32.5,23.6,22.8
14,45,14,27.1,18.1,16.5,12.4,11.7
14,46,12,20.2,13.4,11.6,12.7,9.7
14,47,11,23.9,14.2,13.8,10.3,8.9
14,48,10,21.8,13.1,10.1,11.3,9.2
14,49,6,13.2,8.3,7.5,7.2,6.3
14,50,6,16.4,9.9,10.4,8.1,21.7
14,51,10,19,11.4,10.7,8.6,17.2
14,52,13,26.5,18.3,18.4,17.3,13
15,1,6,19.7,12,11.6,10.2,9.5
15,2,7,13.1,6.8,6.7,5.3,5.4
15,3,7,17.6,8.8,8.8,7,6.8
15,4,8,16.8,10.5,10.3,7.2,6.6
15,5,7,12.6,8.2,7.8,6,5.5
15,6,8,16.2,10.8,10,8.4,7.3
15,7,8,17.1,10.1,10.1,8,7.5
15,8,9,18.8,12.9,11.7,9,8
15,9,7,19.4,9.7,8.7,7.2,6
15,10,7,8.7,8.1,8,5.4,5.4
15,11,8,12.1,9,8.4,7.1,6.5
15,12,5,7.7,6.5,5.6,4.9,4.4
15,13,7,8.9,8.2,6.7,6.4,5.5
15,14,9,14.2,11.1,10.5,9.8,8.1
15,15,8,13.3,11.9,10.6,9.9,9
15,16,7,14.7,12.2,11.1,8.9,8.1
15,17,5,8.6,6.6,6,4.7,4.3
15,18,7,9.8,8.2,7.3,5.9,5.4
15,19,11,19.9,14.4,13,11,9.3
15,20,8,13.7,9.2,7.9,7.4,5.9
15,21,11,21.8,16.4,15.9,11.7,9.9
15,22,12,25.6,19.4,17.8,15.7,14.4
15,23,6,11.9,9,8.8,5.7,4.9
15,24,7,13.7,10.6,9.5,7.3,6.3
15,25,7,14.1,9.2,9,6.3,5.5
15,26,8,14.1,10.7,10.1,8.9,6.7
15,27,7,16,10.2,11.2,10.6,8.4
15,28,12,22.4,16,15.6,11.7,10.5
15,29,9,13.4,11,8.5,6.7,6.4
15,30,4,9.8,6.6,6.3,5.5,5.5
15,31,7,14.1,9.4,9.2,5.4,5
15,32,8,12.7,9.2,8.2,5.8,5.4
15,33,11,16.2,11.5,12.1,8.8,7.8
15,34,5,9.6,5.9,5.9,4.8,3.7
15,35,6,10.8,5.9,6.5,4.7,4.3
15,36,6,11.1,8.2,7.8,5,4.9
15,37,4,8.7,5.8,6,3.5,3.4
15,38,4,7.1,4.7,4.5,3.2,2.8
15,39,10,20.3,13.9,12.9,10.1,8.3
15,40,4,12.1,5.6,5.3,3.9,3.5
15,41,5,10.1,5.8,5.8,4.6,3.8
15,42,11,16.7,11,10.5,7.9,7.8
15,43,4,9.8,6.4,8.3,6.5,4.7
15,44,8,14.2,8.8,9.2,8.7,8
15,45,5,13,7.8,8,5,4.8
15,46,3,8.5,4.9,5.2,4.6,3.5
15,47,10,17.9,11.9,10.6,9.9,7.4
15,48,8,14.3,8.7,8.2,9.4,5.8
15,49,6,14.3,9.1,8.9,5.3,5.7
15,50,5,11,5.7,5.9,4.8,4
15,51,4,10.1,5.6,5.8,3.7,3.6
15,52,9,16.4,9.9,10.7,7.1,6.8
15,53,7,14.4,8,8.4,5.6,5.1
15,54,8,15.6,10.3,10,7,6.2
15,55,7,12.9,8.5,8,6.1,6.3
15,56,8,17,12.1,11.1,10,7.3
15,57,5,10.2,6,5.6,4.3,3.9
15,58,6,16.8,11.2,11.1,5.1,4.9
15,59,6,13.6,9.3,8.5,5.5,5
15,60,6,14.1,9.8,8.5,5.6,6
15,61,5,11.3,7,7.6,5.7,4.9
15,62,4,10.6,6.1,6.7,4.7,3.7
15,63,7,12.9,6.7,6.5,5.1,4.5
15,64,4,10.5,6.4,6.4,5.1,4.3
15,65,14,23.9,15.4,14.3,12.3,10.3
15,66,9,21.5,12.7,14.5,9.8,8.4
15,67,4,10.2,6.8,6.6,5.3,4.2
15,68,6,13,8.2,8.7,6.3,5.1
15,69,4,7.8,4.3,4.5,3.2,2.8
15,70,5,12,6,6.4,4.7,3.5
15,71,6,17.5,10.3,11.1,8.2,5.7
15,72,5,11.2,7,6.5,5.1,4.8
15,73,3,9,4.2,4.5,3.6,3.2
15,74,8,18.6,10.9,10.7,9.3,7.9
15,75,5,11.7,6.7,6.7,5.4,4.5
15,76,3,8.8,5.2,5.9,4,3.3
15,77,5,10.8,6,6.8,5,4.9
15,78,5,10.8,5.8,6.2,5.7,4.5
15,79,5,13.1,8.4,9,9.8,5.4
15,80,5,12.9,5.6,5.7,4.6,4.2
15,81,5,12.5,6.9,7.2,5.6,5
15,82,6,11.3,6.6,6.6,5.2,4.8
15,83,3,8,4.3,4.6,3.5,3.5
15,84,6,12.5,6.8,7.1,4.7,5.8
15,85,14,29.4,18.3,18.3,13.8,11.1
15,86,5,9.6,5.5,5.8,4.4,3.7
15,87,7,14.6,9,8.4,7.2,6.1
15,88,15,27.2,16.3,16.8,12.5,10.9
15,89,5,11.4,7.3,6.8,5,3.8
15,90,4,11.1,6.4,6.8,3.8,3.7
15,91,4,11.2,4.7,5,3.7,3.3
15,92,3,10,5.5,5.9,4,4.5
15,93,3,7.2,3.9,4.8,3.3,2.8
15,94,6,10.8,5.8,5.9,5.2,4.3
15,95,3,9.6,5.2,6,3.6,3.7
15,96,8,16.2,8.6,8.4,7.3,6
15,97,7,12.7,7.3,7.1,6,5.4
15,98,6,10.6,6.6,6.5,5.7,4.7
15,99,5,11.4,5.4,5.1,8,5.4
16,1,9,21.4,12.6,13.5,10.2,8.9
16,2,18,39.9,26.2,23.6,18.8,14.8
16,3,7,17.2,9.9,10.4,7.4,6.2
16,4,8,14.2,9.3,9.6,7,6.2
16,5,8,17.4,11,10,9.5,7.4
16,6,7,14.2,8,7.4,6.8,5.3
16,7,14,25.8,15.8,16.5,12.8,10.7
16,8,9,19.3,10.7,10.4,11.1,7.2
16,9,10,21.3,12.7,12.5,13.2,9.6
16,10,13,26,15.3,16.5,13.8,9.6
16,11,16,32,20.3,20.5,16,13.4
16,12,15,34.3,19.8,20.3,16.1,13.1
16,13,13,23.7,12.9,13.3,10.4,8.9
16,14,21,46,31.5,27.6,18.8,16.3
16,15,11,19.5,12.6,11.5,9.4,8
16,16,4,13.8,6.3,6.8,6.1,5.3
16,17,7,14.2,8.1,8.8,7.9,5.2
16,18,10,18.9,10.6,11.5,12.8,7.1
16,19,6,12.5,6.1,6.6,5,4.4
16,20,10,19.2,10.2,11.2,7.7,6.8
16,21,7,16.2,10.1,9.8,7.8,6.6
16,22,11,27.2,16.4,16.6,12.1,10.2
16,23,13,23.9,13.5,14.3,10.2,9.6
16,24,9,20.9,12.3,12.3,7.3,6.9
16,25,15,32.4,19.5,19,14.4,12.6
16,26,21,30.3,26.1,25.1,15.6,13.5
16,27,21,41,27.9,27.2,27.8,17.8
16,28,19,42.6,27.3,27,19.7,17
16,29,8,21.1,12.1,11.4,13.8,9.5
16,30,20,43.9,24.2,24,18.4,15.8
16,31,15,31.5,18.2,19.2,15.4,13.5
16,32,12,27.8,16.2,16.3,13.8,14.5
16,33,22,42.9,27.9,28.7,20.8,17.3
16,34,10,19.8,10.7,10.1,10.7,7.3
16,35,32,51.1,36.5,36,27.8,29
16,36,28,45.3,27.6,32.3,20.7,18.7
16,37,14,21.2,13.1,14.5,10.2,9
16,38,18,32.2,19.4,20.5,14.9,12.4
16,39,11,20.8,13.6,13.5,10.2,9.8
16,40,10,21,11.8,13.5,9.2,7.8
16,41,18,32.8,18.6,20.2,17,12.5
16,42,5,12.5,6.1,7.1,7.7,4.9
16,43,15,28,19.9,21.7,11.8,10.5
16,44,12,28,16.3,17.6,12.2,11.1
16,45,16,22.9,14.2,14.6,14.9,10.2
16,46,7,13.3,7.8,7.8,5.6,5.1
16,47,8,17.4,9.7,10.2,6.9,6.3
16,48,17,28.7,16.9,17.6,15.1,11.7
16,49,14,28.5,17,19,16.8,12.7
16,50,7,19,9,9.2,8.8,7.1
16,51,12,18.8,14.3,15.3,10.8,9.8
16,52,11,15,11.7,12.4,9.3,9.3
16,53,12,19.1,12.1,15.7,10.5,10
16,54,10,14.8,11.8,14,8.9,8.4
16,55,6,15.5,8.9,10.6,10,6.2
16,56,12,22.3,15.4,19.8,11.9,11.7
16,57,7,13.1,8.8,9.5,6.6,6.6
16,58,9,15.1,10.8,11.9,8.2,8.1
16,59,19,30.9,19.3,20.5,15.6,15.2
16,60,12,23.4,13.1,14.7,10.4,9.5
16,61,23,41.5,31.6,37.9,24.2,22
16,62,17,28.5,19.2,20.8,14,15.6
16,63,17,27.3,18.6,20.2,13.8,16.9
16,64,14,22.6,16.5,17.9,17.5,13.2
16,65,16,28.4,19.8,21.8,15.2,14.2
16,66,17,27.9,20.5,24.1,17.3,16.9
16,67,15,25.9,19.5,21,14.4,12.9
16,68,13,19.3,13.6,15.1,10,9.6
16,69,24,41.4,29.4,33.1,25,19.8
16,70,20,36,23.5,28.4,17.6,17.8
16,71,22,37.8,25.4,28.9,22.6,18.2
16,72,21,39,26.1,38.9,21,19.8
16,73,15,21.6,14.8,17.4,13.5,10.3
16,74,10,21.2,11.8,13.7,13.8,8.7
16,75,27,45.1,28.1,31.9,21.9,23.8
16,76,29,43.2,32,37.1,21,22.2
16,77,19,30,20.2,22.3,14.3,13.8
16,78,15,28.1,18.3,20.2,13.7,14.6
16,79,18,31.8,21.4,22.5,18.1,14.6
16,80,25,82.7,47.2,49.9,24.3,24.5
16,81,25,45.4,35.6,33.5,22.2,21.4
16,82,6,11.6,8,9.1,5.6,5.8
16,83,7,17.4,9.7,11.5,7.7,6.8
16,84,14,20.6,14.9,17.8,10.7,9.7
16,85,11,17.3,10,11.5,7.7,7.3
16,86,19,38.3,26.5,30.1,20.4,18.6
16,87,10,17.8,9.5,11.5,7.8,8.8
16,88,13,20.3,13.4,15.7,17.8,10
16,89,24,45.9,31,34.3,23,22.6
16,90,16,33.5,22.6,23,16.7,17.8
16,91,20,33.9,20.7,24.4,15.1,14.3
16,92,32,55.4,43.1,43.3,33.5,26.9
16,93,17,37.3,25.4,30.3,21,16.8
16,94,19,35.1,23.6,34.2,16.2,17.6
16,95,15,26.9,15.8,19.5,10.5,11
16,96,15,30.3,17.9,21.2,15,12.9
16,97,18,32.8,23.3,35.1,15.3,14.9
16,98,8,14.8,9.2,10.4,6,6.2
16,99,10,18,11.2,13,8.2,7.7
16,100,9,18.7,11.5,13.3,8.3,8
16,101,17,32.9,22.5,26.4,13.1,12.9
16,102,13,23,14.2,15.6,14.1,12.8
16,103,16,33.9,20.4,24.1,16.7,15.2
16,104,12,19.3,11.9,13.3,8.9,9.5
16,105,11,23.6,12.9,15.7,9.3,9.7
16,106,24,51.5,34.3,31.3,19.3,17.8
16,107,13,19.7,13.8,17,9.9,9.8
16,108,11,24.8,16,17.6,11.7,10.9
16,109,7,11.5,6.7,8.2,5.3,5
16,110,18,30.8,22.8,22.8,16.7,12.6
16,111,15,24,14,16.3,10.7,12.3
16,112,24,50.7,29.9,41.2,21.5,19.8
16,113,9,18.3,11.7,14,9.1,8.5
16,114,13,24.5,15.4,18.8,11,10.3
16,115,22,36.2,23.7,27.7,16.9,15.5
16,116,22,35.3,22.5,25.8,17.1,15.7
16,117,5,10.4,6.6,8.6,5.1,5.9
16,118,15,28.9,17.3,20.5,13,11.7
16,119,19,44.8,27,35.8,21.5,14.9
16,120,11,22,12.4,16.6,9.3,8.3
16,121,7,17.1,9.5,11.9,6.2,6.6
16,122,9,18.7,10.9,13.3,7,7.6
16,123,12,23.5,13.1,16.1,9.6,8.4
16,124,17,31.4,18.1,21.7,12.9,12.7
16,125,22,37.3,23.2,28.6,19.1,15.8
16,126,12,23.4,14,17,10,10.3
16,127,14,23.9,13.8,16.7,10.9,10
16,128,8,14.5,8.3,9.6,9.4,7.3
17,1,21,39.5,24,26.7,21.6,17.6
17,2,12,25.5,15.8,17.9,13.9,11.3
17,3,9,18,10.6,12.4,7.4,6.8
17,4,13,28.6,18.1,20.2,15.8,11.8
17,5,17,35.1,22.1,26.1,20.1,15.5
